,spot-0,pe-premium-0,ce-premium-0,pe-profit-0,ce-profit-0,spot-1,pe-premium-1,ce-premium-1,pe-profit-1,ce-profit-1
304,37648.3,635.70,268.55,-16.2,61.35,37648.3,635.70,268.55,-59.25,50.55
305,37676.7,610.00,278.60,-16.2,61.35,37676.7,610.00,278.60,-59.25,50.55
306,37666.3,618.15,274.80,-16.2,61.35,37666.3,618.15,274.80,-59.25,50.55
307,37627.8,649.75,259.90,-16.2,61.35,37627.8,649.75,259.90,-59.25,50.55
308,37659.15,622.45,272.50,-16.2,61.35,37659.15,622.45,272.50,-59.25,50.55
309,37653.45,623.25,272.10,-16.2,61.35,37653.45,623.25,272.10,-59.25,50.55
310,37673.2,606.75,279.65,-16.2,61.35,37673.2,606.75,279.65,-59.25,50.55
311,37699.4,591.65,286.65,-16.2,61.35,37699.4,591.65,286.65,-59.25,50.55
312,37686.95,599.70,284.00,-16.2,61.35,37686.95,599.70,284.00,-59.25,50.55
313,37680.5,604.25,280.25,-16.2,61.35,37680.5,604.25,280.25,-59.25,50.55
314,37670.0,610.75,277.30,-16.2,61.35,37670.0,610.75,277.30,-59.25,50.55
315,37679.5,605.85,280.75,-16.2,61.35,37679.5,605.85,280.75,-59.25,50.55
316,37668.8,619.00,272.00,0.0,0.0,37668.8,619.00,272.00,0.0,0.0
317,37667.85,608.80,276.15,0.0,0.0,37667.85,608.80,276.15,0.0,0.0
318,37662.2,616.30,272.80,0.0,0.0,37662.2,616.30,272.80,0.0,0.0
319,37666.5,609.00,275.50,0.0,0.0,37666.5,609.00,275.50,0.0,0.0
320,37698.7,583.10,286.00,0.0,0.0,37698.7,583.10,286.00,0.0,0.0
321,37704.35,575.35,288.90,0.0,0.0,37704.35,575.35,288.90,0.0,0.0
322,37694.55,584.15,285.65,0.0,0.0,37694.55,584.15,285.65,0.0,0.0
323,37690.5,588.05,284.10,0.0,0.0,37690.5,588.05,284.10,0.0,0.0
324,37697.75,576.40,288.85,0.0,0.0,37697.75,576.40,288.85,0.0,0.0
325,37694.6,580.15,287.25,0.0,0.0,37694.6,580.15,287.25,0.0,0.0
326,37692.9,583.00,287.20,0.0,0.0,37692.9,583.00,287.20,0.0,0.0
327,37673.35,597.40,276.75,0.0,0.0,37673.35,597.40,276.75,0.0,0.0
328,37639.35,620.35,264.95,0.0,0.0,37639.35,620.35,264.95,0.0,0.0
329,37645.15,621.75,264.20,0.0,0.0,37645.15,621.75,264.20,0.0,0.0
330,37632.6,630.40,262.95,0.0,0.0,37632.6,630.40,262.95,0.0,0.0
331,37625.7,641.80,260.05,0.0,0.0,37625.7,641.80,260.05,0.0,0.0
332,37619.05,639.10,260.65,0.0,0.0,37619.05,639.10,260.65,0.0,0.0
333,37639.75,630.45,266.10,0.0,0.0,37639.75,630.45,266.10,0.0,0.0
334,37645.2,626.60,266.90,0.0,0.0,37645.2,626.60,266.90,0.0,0.0
335,37660.8,610.85,275.00,0.0,0.0,37660.8,610.85,275.00,0.0,0.0
336,37659.0,623.25,269.10,0.0,0.0,37659.0,623.25,269.10,0.0,0.0
337,37652.95,624.25,269.60,0.0,0.0,37652.95,624.25,269.60,0.0,0.0
338,37630.7,643.50,260.15,0.0,0.0,37630.7,643.50,260.15,0.0,0.0
339,37630.8,643.05,262.00,0.0,0.0,37630.8,643.05,262.00,0.0,0.0
340,37599.8,664.45,252.95,0.0,0.0,37599.8,664.45,252.95,0.0,0.0
341,37589.55,666.00,248.20,0.0,0.0,37589.55,666.00,248.20,0.0,0.0
342,37598.05,654.80,255.90,0.0,0.0,37598.05,654.80,255.90,0.0,0.0
343,37613.2,644.15,260.75,0.0,0.0,37613.2,644.15,260.75,0.0,0.0
344,37611.45,643.30,262.80,0.0,0.0,37611.45,643.30,262.80,0.0,0.0
345,37692.9,586.40,285.80,0.0,0.0,37692.9,586.40,285.80,0.0,0.0
346,37704.1,581.55,290.30,0.0,0.0,37704.1,581.55,290.30,0.0,0.0
347,37703.5,582.20,291.50,0.0,0.0,37703.5,582.20,291.50,0.0,0.0
348,37703.0,585.75,287.50,0.0,0.0,37703.0,585.75,287.50,0.0,0.0
349,37709.35,572.00,295.95,0.0,0.0,37709.35,572.00,295.95,0.0,0.0
350,37725.85,579.30,296.60,0.0,0.0,37725.85,579.30,296.60,0.0,0.0
351,37704.2,588.35,291.55,0.0,0.0,37704.2,588.35,291.55,0.0,0.0
352,37713.55,585.00,290.80,0.0,0.0,37713.55,585.00,290.80,0.0,0.0
353,37711.65,581.65,290.70,0.0,0.0,37711.65,581.65,290.70,0.0,0.0
354,37716.3,583.90,295.70,0.0,0.0,37716.3,583.90,295.70,0.0,0.0
355,37699.0,593.00,287.65,0.0,0.0,37699.0,593.00,287.65,0.0,0.0
356,37703.5,586.85,289.50,0.0,0.0,37703.5,586.85,289.50,0.0,0.0
357,37707.65,578.00,291.90,0.0,0.0,37707.65,578.00,291.90,0.0,0.0
358,37707.55,584.80,291.25,0.0,0.0,37707.55,584.80,291.25,0.0,0.0
359,37712.95,585.80,291.25,0.0,0.0,37712.95,585.80,291.25,0.0,0.0
360,37723.2,583.25,295.60,0.0,0.0,37723.2,583.25,295.60,0.0,0.0
361,37714.6,586.80,295.10,0.0,0.0,37714.6,586.80,295.10,0.0,0.0
362,37709.05,591.30,291.15,0.0,0.0,37709.05,591.30,291.15,0.0,0.0
363,37690.4,596.55,285.35,0.0,0.0,37690.4,596.55,285.35,0.0,0.0
364,37692.9,590.55,284.90,0.0,0.0,37692.9,590.55,284.90,0.0,0.0
365,37769.65,532.75,315.50,0.0,0.0,37769.65,532.75,315.50,0.0,0.0
366,37824.5,496.15,347.50,0.0,0.0,37824.5,496.15,347.50,0.0,0.0
367,37828.15,489.15,345.00,0.0,0.0,37828.15,489.15,345.00,0.0,0.0
368,37827.9,496.85,343.55,0.0,0.0,37827.9,496.85,343.55,0.0,0.0
369,37802.3,513.00,336.00,0.0,0.0,37802.3,513.00,336.00,0.0,0.0
370,37794.9,524.15,320.00,0.0,0.0,37794.9,524.15,320.00,0.0,0.0
371,37792.05,523.70,328.90,0.0,0.0,37792.05,523.70,328.90,0.0,0.0
372,37806.0,524.25,331.00,0.0,0.0,37806.0,524.25,331.00,0.0,0.0
373,37788.75,543.30,318.60,0.0,0.0,37788.75,543.30,318.60,0.0,0.0
374,37755.1,539.00,304.00,0.0,0.0,37755.1,539.00,304.00,0.0,0.0
